endpoint_p95,endpoint_p25,variance_p95,variance_p25,slope_p95,slope_p05,abs_slope_p25,threshold_sample_stride
0.4451330006122589,0.22927679121494293,0.008427411317825317,0.0011392651358619332,0.018761567771434784,-0.015400705859065056,0.002554419217631221,8
